,restaurant,item,nutrient,nutrient_value
842,Sonic,Veggie Burger W/ Mustard,sat_fat,20.0
843,Sonic,Veggie Burger W/ Mustard,cholesterol,3.3333333333333335
844,Sonic,Veggie Burger W/ Mustard,sodium,54.166666666666664
845,Sonic,Veggie Burger W/ Mustard,fiber,20.0
846,Sonic,Veggie Burger W/ Mustard,sugar,8.88888888888889
847,Sonic,Veggie Burger W/ Mustard,protein,30.0
848,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,calories,30.5
849,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,total_fat,42.857142857142854
850,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,sat_fat,35.0
851,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,cholesterol,36.666666666666664
852,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,sodium,65.41666666666667
853,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,fiber,12.0
854,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,sugar,8.88888888888889
855,Sonic,Grilled Asiago Caesar Chicken Club Sandwich,protein,80.0
856,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,calories,34.0
857,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,total_fat,55.714285714285715
858,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,sat_fat,45.0
859,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,cholesterol,26.666666666666668
860,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,sodium,46.666666666666664
861,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,fiber,16.0
862,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,sugar,7.777777777777778
863,Sonic,Crispy Asiago Caesar Chicken Club Sandwich,protein,62.0
864,Sonic,Grilled Chicken Sandwich,calories,21.5
865,Sonic,Grilled Chicken Sandwich,total_fat,28.57142857142857
866,Sonic,Grilled Chicken Sandwich,sat_fat,20.0
867,Sonic,Grilled Chicken Sandwich,cholesterol,26.666666666666668
868,Sonic,Grilled Chicken Sandwich,sodium,39.166666666666664
869,Sonic,Grilled Chicken Sandwich,fiber,8.0
870,Sonic,Grilled Chicken Sandwich,sugar,6.666666666666667
871,Sonic,Grilled Chicken Sandwich,protein,56.00000000000001
872,Sonic,Crispy Chicken Sandwich,calories,28.499999999999996
873,Sonic,Crispy Chicken Sandwich,total_fat,47.14285714285714
874,Sonic,Crispy Chicken Sandwich,sat_fat,25.0
875,Sonic,Crispy Chicken Sandwich,cholesterol,15.0
876,Sonic,Crispy Chicken Sandwich,sodium,44.166666666666664
877,Sonic,Crispy Chicken Sandwich,fiber,16.0
878,Sonic,Crispy Chicken Sandwich,sugar,6.666666666666667
879,Sonic,Crispy Chicken Sandwich,protein,46.0
880,Sonic,Chicken Strip Sandwich,calories,22.5
881,Sonic,Chicken Strip Sandwich,total_fat,34.285714285714285
882,Sonic,Chicken Strip Sandwich,sat_fat,20.0
883,Sonic,Chicken Strip Sandwich,cholesterol,11.666666666666666
884,Sonic,Chicken Strip Sandwich,sodium,30.833333333333336
885,Sonic,Chicken Strip Sandwich,fiber,4.0
886,Sonic,Chicken Strip Sandwich,sugar,4.444444444444445
887,Sonic,Chicken Strip Sandwich,protein,38.0
888,Sonic,3 Piece Crispy Chicken Tender Dinner,calories,14.000000000000002
889,Sonic,3 Piece Crispy Chicken Tender Dinner,total_fat,20.0
890,Sonic,3 Piece Crispy Chicken Tender Dinner,sat_fat,12.5
891,Sonic,3 Piece Crispy Chicken Tender Dinner,cholesterol,0.0
892,Sonic,3 Piece Crispy Chicken Tender Dinner,sodium,33.33333333333333
893,Sonic,3 Piece Crispy Chicken Tender Dinner,fiber,0.0
894,Sonic,3 Piece Crispy Chicken Tender Dinner,sugar,0.0
895,Sonic,3 Piece Crispy Chicken Tender Dinner,protein,44.0
896,Sonic,5 Piece Crispy Chicken Tender Dinner,calories,23.5
897,Sonic,5 Piece Crispy Chicken Tender Dinner,total_fat,34.285714285714285
898,Sonic,5 Piece Crispy Chicken Tender Dinner,sat_fat,22.5
899,Sonic,5 Piece Crispy Chicken Tender Dinner,cholesterol,0.0
900,Sonic,5 Piece Crispy Chicken Tender Dinner,sodium,55.833333333333336
901,Sonic,5 Piece Crispy Chicken Tender Dinner,fiber,0.0
902,Sonic,5 Piece Crispy Chicken Tender Dinner,sugar,0.0
903,Sonic,5 Piece Crispy Chicken Tender Dinner,protein,74.0
904,Sonic,Deluxe Ultimate Chicken Sandwich,calories,37.0
905,Sonic,Deluxe Ultimate Chicken Sandwich,total_fat,55.714285714285715
906,Sonic,Deluxe Ultimate Chicken Sandwich,sat_fat,40.0
907,Sonic,Deluxe Ultimate Chicken Sandwich,cholesterol,30.0
908,Sonic,Deluxe Ultimate Chicken Sandwich,sodium,64.58333333333334
909,Sonic,Deluxe Ultimate Chicken Sandwich,fiber,16.0
910,Sonic,Deluxe Ultimate Chicken Sandwich,sugar,13.333333333333334
911,Sonic,Deluxe Ultimate Chicken Sandwich,protein,66.0
912,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,calories,50.0
913,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,total_fat,87.14285714285714
914,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,sat_fat,60.0
915,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,cholesterol,41.66666666666667
916,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,sodium,188.33333333333334
917,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,fiber,20.0
918,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,sugar,13.333333333333334
919,Sonic,Buffalo Dunked Ultimate Chicken Sandwich,protein,46.0
920,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,calories,67.5
921,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,total_fat,142.85714285714286
922,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,sat_fat,85.0
923,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,cholesterol,63.33333333333333
924,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,sodium,90.83333333333333
925,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,fiber,16.0
926,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,sugar,11.11111111111111
927,Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,protein,46.0
928,Sonic,Small Jumbo Popcorn Chicken,calories,19.0
929,Sonic,Small Jumbo Popcorn Chicken,total_fat,31.428571428571427
930,Sonic,Small Jumbo Popcorn Chicken,sat_fat,20.0
931,Sonic,Small Jumbo Popcorn Chicken,cholesterol,15.0
932,Sonic,Small Jumbo Popcorn Chicken,sodium,52.083333333333336
933,Sonic,Small Jumbo Popcorn Chicken,fiber,12.0
934,Sonic,Small Jumbo Popcorn Chicken,sugar,1.1111111111111112
935,Sonic,Small Jumbo Popcorn Chicken,protein,36.0
936,Sonic,Large Jumbo Popcorn Chicken,calories,28.000000000000004
937,Sonic,Large Jumbo Popcorn Chicken,total_fat,45.714285714285715
938,Sonic,Large Jumbo Popcorn Chicken,sat_fat,30.0
939,Sonic,Large Jumbo Popcorn Chicken,cholesterol,21.666666666666668
940,Sonic,Large Jumbo Popcorn Chicken,sodium,78.75
941,Sonic,Large Jumbo Popcorn Chicken,fiber,20.0
942,Sonic,Large Jumbo Popcorn Chicken,sugar,2.2222222222222223
943,Sonic,Large Jumbo Popcorn Chicken,protein,54.0
944,Sonic,Small Spicy Jumbo Popcorn Chicken,calories,17.5
945,Sonic,Small Spicy Jumbo Popcorn Chicken,total_fat,24.285714285714285
946,Sonic,Small Spicy Jumbo Popcorn Chicken,sat_fat,15.0
947,Sonic,Small Spicy Jumbo Popcorn Chicken,cholesterol,15.0
948,Sonic,Small Spicy Jumbo Popcorn Chicken,sodium,35.833333333333336
949,Sonic,Small Spicy Jumbo Popcorn Chicken,fiber,8.0
950,Sonic,Small Spicy Jumbo Popcorn Chicken,sugar,0.0
951,Sonic,Small Spicy Jumbo Popcorn Chicken,protein,42.0
952,Sonic,Large Spicy Jumbo Popcorn Chicken,calories,30.5
953,Sonic,Large Spicy Jumbo Popcorn Chicken,total_fat,42.857142857142854
954,Sonic,Large Spicy Jumbo Popcorn Chicken,sat_fat,25.0
955,Sonic,Large Spicy Jumbo Popcorn Chicken,cholesterol,26.666666666666668
956,Sonic,Large Spicy Jumbo Popcorn Chicken,sodium,62.5
957,Sonic,Large Spicy Jumbo Popcorn Chicken,fiber,12.0
958,Sonic,Large Spicy Jumbo Popcorn Chicken,sugar,0.0
959,Sonic,Large Spicy Jumbo Popcorn Chicken,protein,72.0
960,Sonic,3 Piece Super Crunch Chicken Strip Dinner,calories,48.5
961,Sonic,3 Piece Super Crunch Chicken Strip Dinner,total_fat,65.71428571428571
962,Sonic,3 Piece Super Crunch Chicken Strip Dinner,sat_fat,40.0
963,Sonic,3 Piece Super Crunch Chicken Strip Dinner,cholesterol,18.333333333333332
964,Sonic,3 Piece Super Crunch Chicken Strip Dinner,sodium,90.0
965,Sonic,3 Piece Super Crunch Chicken Strip Dinner,fiber,28.000000000000004
966,Sonic,3 Piece Super Crunch Chicken Strip Dinner,sugar,10.0
967,Sonic,3 Piece Super Crunch Chicken Strip Dinner,protein,60.0
968,Sonic,4 Piece Super Crunch Chicken Strip Dinner,calories,54.0
969,Sonic,4 Piece Super Crunch Chicken Strip Dinner,total_fat,72.85714285714285
970,Sonic,4 Piece Super Crunch Chicken Strip Dinner,sat_fat,45.0
971,Sonic,4 Piece Super Crunch Chicken Strip Dinner,cholesterol,25.0
972,Sonic,4 Piece Super Crunch Chicken Strip Dinner,sodium,99.58333333333333
973,Sonic,4 Piece Super Crunch Chicken Strip Dinner,fiber,32.0
974,Sonic,4 Piece Super Crunch Chicken Strip Dinner,sugar,10.0
975,Sonic,4 Piece Super Crunch Chicken Strip Dinner,protein,74.0
976,Sonic,5 Piece Super Crunch Chicken Strip Dinner,calories,59.5
977,Sonic,5 Piece Super Crunch Chicken Strip Dinner,total_fat,81.42857142857143
978,Sonic,5 Piece Super Crunch Chicken Strip Dinner,sat_fat,50.0
979,Sonic,5 Piece Super Crunch Chicken Strip Dinner,cholesterol,30.0
980,Sonic,5 Piece Super Crunch Chicken Strip Dinner,sodium,108.74999999999999
981,Sonic,5 Piece Super Crunch Chicken Strip Dinner,fiber,32.0
982,Sonic,5 Piece Super Crunch Chicken Strip Dinner,sugar,10.0
983,Sonic,5 Piece Super Crunch Chicken Strip Dinner,protein,88.0
984,Sonic,3 Piece Super Crunch Chicken Strips,calories,16.5
985,Sonic,3 Piece Super Crunch Chicken Strips,total_fat,22.857142857142858
986,Sonic,3 Piece Super Crunch Chicken Strips,sat_fat,15.0
987,Sonic,3 Piece Super Crunch Chicken Strips,cholesterol,18.333333333333332
988,Sonic,3 Piece Super Crunch Chicken Strips,sodium,27.916666666666668
989,Sonic,3 Piece Super Crunch Chicken Strips,fiber,8.0
990,Sonic,3 Piece Super Crunch Chicken Strips,sugar,0.0
991,Sonic,3 Piece Super Crunch Chicken Strips,protein,44.0
992,Sonic,4 Piece Super Crunch Chicken Strips,calories,22.0
993,Sonic,4 Piece Super Crunch Chicken Strips,total_fat,30.0
994,Sonic,4 Piece Super Crunch Chicken Strips,sat_fat,20.0
995,Sonic,4 Piece Super Crunch Chicken Strips,cholesterol,23.333333333333332
996,Sonic,4 Piece Super Crunch Chicken Strips,sodium,37.5
997,Sonic,4 Piece Super Crunch Chicken Strips,fiber,8.0
998,Sonic,4 Piece Super Crunch Chicken Strips,sugar,1.1111111111111112
999,Sonic,4 Piece Super Crunch Chicken Strips,protein,57.99999999999999
1000,Sonic,5 Piece Super Crunch Chicken Strips,calories,27.500000000000004
1001,Sonic,5 Piece Super Crunch Chicken Strips,total_fat,37.142857142857146
1002,Sonic,5 Piece Super Crunch Chicken Strips,sat_fat,25.0
1003,Sonic,5 Piece Super Crunch Chicken Strips,cholesterol,30.0
1004,Sonic,5 Piece Super Crunch Chicken Strips,sodium,46.666666666666664
1005,Sonic,5 Piece Super Crunch Chicken Strips,fiber,12.0
1006,Sonic,5 Piece Super Crunch Chicken Strips,sugar,1.1111111111111112
1007,Sonic,5 Piece Super Crunch Chicken Strips,protein,72.0
1008,Sonic,Traditional Ultimate Chicken Sandwich,calories,36.5
1009,Sonic,Traditional Ultimate Chicken Sandwich,total_fat,55.714285714285715
1010,Sonic,Traditional Ultimate Chicken Sandwich,sat_fat,40.0
1011,Sonic,Traditional Ultimate Chicken Sandwich,cholesterol,30.0
1012,Sonic,Traditional Ultimate Chicken Sandwich,sodium,64.16666666666667
1013,Sonic,Traditional Ultimate Chicken Sandwich,fiber,12.0
1014,Sonic,Traditional Ultimate Chicken Sandwich,sugar,12.222222222222221
1015,Sonic,Traditional Ultimate Chicken Sandwich,protein,64.0
1016,Sonic,Ultimate Chicken Club,calories,5.0
1017,Sonic,Ultimate Chicken Club,total_fat,91.42857142857143
1018,Sonic,Ultimate Chicken Club,sat_fat,75.0
1019,Sonic,Ultimate Chicken Club,cholesterol,33.33333333333333
1020,Sonic,Ultimate Chicken Club,sodium,86.25
1021,Sonic,Ultimate Chicken Club,fiber,16.0
1022,Sonic,Ultimate Chicken Club,sugar,13.333333333333334
1023,Sonic,Ultimate Chicken Club,protein,78.0
1024,Sonic,"All Beef All-american Style Dog – 6""",calories,18.5
1025,Sonic,"All Beef All-american Style Dog – 6""",total_fat,25.71428571428571
1026,Sonic,"All Beef All-american Style Dog – 6""",sat_fat,35.0
1027,Sonic,"All Beef All-american Style Dog – 6""",cholesterol,13.333333333333334
1028,Sonic,"All Beef All-american Style Dog – 6""",sodium,49.166666666666664
1029,Sonic,"All Beef All-american Style Dog – 6""",fiber,4.0
1030,Sonic,"All Beef All-american Style Dog – 6""",sugar,16.666666666666664
1031,Sonic,"All Beef All-american Style Dog – 6""",protein,24.0
1032,Sonic,"All Beef Chicago Dog – 6""",calories,21.5
1033,Sonic,"All Beef Chicago Dog – 6""",total_fat,28.57142857142857
1034,Sonic,"All Beef Chicago Dog – 6""",sat_fat,35.0
1035,Sonic,"All Beef Chicago Dog – 6""",cholesterol,13.333333333333334
1036,Sonic,"All Beef Chicago Dog – 6""",sodium,96.25
1037,Sonic,"All Beef Chicago Dog – 6""",fiber,4.0
1038,Sonic,"All Beef Chicago Dog – 6""",sugar,18.88888888888889
1039,Sonic,"All Beef Chicago Dog – 6""",protein,28.000000000000004
1040,Sonic,"All Beef Chili Cheese Coney – 6""",calories,20.5
1041,Sonic,"All Beef Chili Cheese Coney – 6""",total_fat,37.142857142857146
1042,Sonic,"All Beef Chili Cheese Coney – 6""",sat_fat,55.00000000000001
1043,Sonic,"All Beef Chili Cheese Coney – 6""",cholesterol,21.666666666666668
1044,Sonic,"All Beef Chili Cheese Coney – 6""",sodium,47.5
1045,Sonic,"All Beef Chili Cheese Coney – 6""",fiber,8.0
1046,Sonic,"All Beef Chili Cheese Coney – 6""",sugar,4.444444444444445
1047,Sonic,"All Beef Chili Cheese Coney – 6""",protein,34.0
1048,Sonic,"All Beef New York Dog – 6""",calories,17.0
1049,Sonic,"All Beef New York Dog – 6""",total_fat,27.142857142857142
1050,Sonic,"All Beef New York Dog – 6""",sat_fat,35.0
1051,Sonic,"All Beef New York Dog – 6""",cholesterol,13.333333333333334
1052,Sonic,"All Beef New York Dog – 6""",sodium,52.083333333333336
1053,Sonic,"All Beef New York Dog – 6""",fiber,12.0
1054,Sonic,"All Beef New York Dog – 6""",sugar,4.444444444444445
1055,Sonic,"All Beef New York Dog – 6""",protein,26.0
1056,Sonic,"All Beef Regular Hot Dog – 6""",calories,16.0
1057,Sonic,"All Beef Regular Hot Dog – 6""",total_fat,25.71428571428571
1058,Sonic,"All Beef Regular Hot Dog – 6""",sat_fat,35.0
1059,Sonic,"All Beef Regular Hot Dog – 6""",cholesterol,13.333333333333334
1060,Sonic,"All Beef Regular Hot Dog – 6""",sodium,36.25
1061,Sonic,"All Beef Regular Hot Dog – 6""",fiber,4.0
1062,Sonic,"All Beef Regular Hot Dog – 6""",sugar,3.3333333333333335
1063,Sonic,"All Beef Regular Hot Dog – 6""",protein,22.0
1064,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,calories,25.0
1065,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,total_fat,37.142857142857146
1066,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,sat_fat,50.0
1067,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,cholesterol,16.666666666666664
1068,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,sodium,58.75
1069,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,fiber,8.0
1070,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,sugar,7.777777777777778
1071,Sonic,Cheesy Bacon Pretzel Dog - 6 In.,protein,30.0
1072,Sonic,Corn Dog,calories,10.5
1073,Sonic,Corn Dog,total_fat,15.714285714285714
1074,Sonic,Corn Dog,sat_fat,20.0
1075,Sonic,Corn Dog,cholesterol,6.666666666666667
1076,Sonic,Corn Dog,sodium,22.083333333333332
1077,Sonic,Corn Dog,fiber,8.0
1078,Sonic,Corn Dog,sugar,4.444444444444445
1079,Sonic,Corn Dog,protein,12.0
1080,Sonic,Footlong Quarter Pound Coney,calories,41.5
1081,Sonic,Footlong Quarter Pound Coney,total_fat,77.14285714285715
1082,Sonic,Footlong Quarter Pound Coney,sat_fat,110.00000000000001
1083,Sonic,Footlong Quarter Pound Coney,cholesterol,28.333333333333332
1084,Sonic,Footlong Quarter Pound Coney,sodium,80.83333333333333
1085,Sonic,Footlong Quarter Pound Coney,fiber,12.0
1086,Sonic,Footlong Quarter Pound Coney,sugar,10.0
1087,Sonic,Footlong Quarter Pound Coney,protein,60.0
1088,Sonic,The Original Pretzel Dog,calories,16.0
1089,Sonic,The Original Pretzel Dog,total_fat,25.71428571428571
1090,Sonic,The Original Pretzel Dog,sat_fat,35.0
1091,Sonic,The Original Pretzel Dog,cholesterol,11.666666666666666
1092,Sonic,The Original Pretzel Dog,sodium,37.916666666666664
1093,Sonic,The Original Pretzel Dog,fiber,4.0
1094,Sonic,The Original Pretzel Dog,sugar,2.2222222222222223
1095,Sonic,The Original Pretzel Dog,protein,22.0
1096,Arbys,Arby's Melt,calories,16.5
1097,Arbys,Arby's Melt,total_fat,15.714285714285714
1098,Arbys,Arby's Melt,sat_fat,20.0
1099,Arbys,Arby's Melt,cholesterol,10.0
1100,Arbys,Arby's Melt,sodium,38.333333333333336
1101,Arbys,Arby's Melt,fiber,8.0
1102,Arbys,Arby's Melt,sugar,5.555555555555555
1103,Arbys,Arby's Melt,protein,36.0
1104,Arbys,Arby-Q Sandwich,calories,20.0
1105,Arbys,Arby-Q Sandwich,total_fat,14.285714285714285
1106,Arbys,Arby-Q Sandwich,sat_fat,15.0
1107,Arbys,Arby-Q Sandwich,cholesterol,10.0
1108,Arbys,Arby-Q Sandwich,sodium,51.24999999999999
1109,Arbys,Arby-Q Sandwich,fiber,12.0
1110,Arbys,Arby-Q Sandwich,sugar,25.555555555555554
1111,Arbys,Arby-Q Sandwich,protein,36.0
1112,Arbys,Beef 'n Cheddar Classic,calories,22.5
1113,Arbys,Beef 'n Cheddar Classic,total_fat,28.57142857142857
1114,Arbys,Beef 'n Cheddar Classic,sat_fat,30.0
1115,Arbys,Beef 'n Cheddar Classic,cholesterol,16.666666666666664
1116,Arbys,Beef 'n Cheddar Classic,sodium,53.333333333333336
1117,Arbys,Beef 'n Cheddar Classic,fiber,8.0
1118,Arbys,Beef 'n Cheddar Classic,sugar,10.0
1119,Arbys,Beef 'n Cheddar Classic,protein,46.0
1120,Arbys,Beef 'n Cheddar Mid,calories,31.5
1121,Arbys,Beef 'n Cheddar Mid,total_fat,45.714285714285715
1122,Arbys,Beef 'n Cheddar Mid,sat_fat,55.00000000000001
1123,Arbys,Beef 'n Cheddar Mid,cholesterol,33.33333333333333
1124,Arbys,Beef 'n Cheddar Mid,sodium,87.5
1125,Arbys,Beef 'n Cheddar Mid,fiber,8.0
1126,Arbys,Beef 'n Cheddar Mid,sugar,10.0
1127,Arbys,Beef 'n Cheddar Mid,protein,78.0
1128,Arbys,Bourbon BBQ Brisket Sandwich,calories,32.5
1129,Arbys,Bourbon BBQ Brisket Sandwich,total_fat,47.14285714285714
1130,Arbys,Bourbon BBQ Brisket Sandwich,sat_fat,60.0
1131,Arbys,Bourbon BBQ Brisket Sandwich,cholesterol,35.0
1132,Arbys,Bourbon BBQ Brisket Sandwich,sodium,60.83333333333333
1133,Arbys,Bourbon BBQ Brisket Sandwich,fiber,8.0
1134,Arbys,Bourbon BBQ Brisket Sandwich,sugar,16.666666666666664
1135,Arbys,Bourbon BBQ Brisket Sandwich,protein,76.0
1136,Arbys,Bourbon BBQ Chicken Sandwich,calories,34.5
1137,Arbys,Bourbon BBQ Chicken Sandwich,total_fat,44.285714285714285
1138,Arbys,Bourbon BBQ Chicken Sandwich,sat_fat,45.0
1139,Arbys,Bourbon BBQ Chicken Sandwich,cholesterol,30.0
1140,Arbys,Bourbon BBQ Chicken Sandwich,sodium,82.91666666666667
1141,Arbys,Bourbon BBQ Chicken Sandwich,fiber,12.0
1142,Arbys,Bourbon BBQ Chicken Sandwich,sugar,17.77777777777778
1143,Arbys,Bourbon BBQ Chicken Sandwich,protein,76.0
1144,Arbys,Bourbon BBQ Steak Sandwich,calories,34.5
1145,Arbys,Bourbon BBQ Steak Sandwich,total_fat,44.285714285714285
1146,Arbys,Bourbon BBQ Steak Sandwich,sat_fat,45.0
1147,Arbys,Bourbon BBQ Steak Sandwich,cholesterol,30.0
1148,Arbys,Bourbon BBQ Steak Sandwich,sodium,82.91666666666667
1149,Arbys,Bourbon BBQ Steak Sandwich,fiber,12.0
1150,Arbys,Bourbon BBQ Steak Sandwich,sugar,17.77777777777778
1151,Arbys,Bourbon BBQ Steak Sandwich,protein,76.0
1152,Arbys,Buttermilk Buffalo Chicken Sandwich,calories,27.0
1153,Arbys,Buttermilk Buffalo Chicken Sandwich,total_fat,34.285714285714285
1154,Arbys,Buttermilk Buffalo Chicken Sandwich,sat_fat,22.5
1155,Arbys,Buttermilk Buffalo Chicken Sandwich,cholesterol,20.0
1156,Arbys,Buttermilk Buffalo Chicken Sandwich,sodium,87.91666666666667
1157,Arbys,Buttermilk Buffalo Chicken Sandwich,fiber,8.0
1158,Arbys,Buttermilk Buffalo Chicken Sandwich,sugar,6.666666666666667
1159,Arbys,Buttermilk Buffalo Chicken Sandwich,protein,57.99999999999999
1160,Arbys,Buttermilk Chicken Bacon & Swiss,calories,32.5
1161,Arbys,Buttermilk Chicken Bacon & Swiss,total_fat,44.285714285714285
1162,Arbys,Buttermilk Chicken Bacon & Swiss,sat_fat,45.0
1163,Arbys,Buttermilk Chicken Bacon & Swiss,cholesterol,30.0
1164,Arbys,Buttermilk Chicken Bacon & Swiss,sodium,72.91666666666666
1165,Arbys,Buttermilk Chicken Bacon & Swiss,fiber,8.0
1166,Arbys,Buttermilk Chicken Bacon & Swiss,sugar,10.0
1167,Arbys,Buttermilk Chicken Bacon & Swiss,protein,78.0
1168,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,calories,34.5
1169,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,total_fat,50.0
1170,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,sat_fat,50.0
1171,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,cholesterol,36.666666666666664
1172,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,sodium,83.33333333333334
1173,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,fiber,4.0
1174,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,sugar,7.777777777777778
1175,Arbys,Buttermilk Chicken Cordon Bleu Sandwich,protein,82.0
1176,Arbys,Buttermilk Crispy Chicken Sandwich,calories,27.500000000000004
1177,Arbys,Buttermilk Crispy Chicken Sandwich,total_fat,37.142857142857146
1178,Arbys,Buttermilk Crispy Chicken Sandwich,sat_fat,22.5
1179,Arbys,Buttermilk Crispy Chicken Sandwich,cholesterol,20.0
1180,Arbys,Buttermilk Crispy Chicken Sandwich,sodium,61.66666666666667
1181,Arbys,Buttermilk Crispy Chicken Sandwich,fiber,8.0
1182,Arbys,Buttermilk Crispy Chicken Sandwich,sugar,6.666666666666667
1183,Arbys,Buttermilk Crispy Chicken Sandwich,protein,57.99999999999999
1184,Arbys,Classic French Dip & Swiss/Au Jus,calories,27.0
1185,Arbys,Classic French Dip & Swiss/Au Jus,total_fat,32.857142857142854
1186,Arbys,Classic French Dip & Swiss/Au Jus,sat_fat,55.00000000000001
1187,Arbys,Classic French Dip & Swiss/Au Jus,cholesterol,28.333333333333332
1188,Arbys,Classic French Dip & Swiss/Au Jus,sodium,104.16666666666667
1189,Arbys,Classic French Dip & Swiss/Au Jus,fiber,8.0
1190,Arbys,Classic French Dip & Swiss/Au Jus,sugar,3.3333333333333335
1191,Arbys,Classic French Dip & Swiss/Au Jus,protein,70.0
1192,Arbys,Classic Roast Beef,calories,18.0
1193,Arbys,Classic Roast Beef,total_fat,20.0
1194,Arbys,Classic Roast Beef,sat_fat,25.0
1195,Arbys,Classic Roast Beef,cholesterol,16.666666666666664
1196,Arbys,Classic Roast Beef,sodium,40.416666666666664
1197,Arbys,Classic Roast Beef,fiber,8.0
1198,Arbys,Classic Roast Beef,sugar,5.555555555555555
1199,Arbys,Classic Roast Beef,protein,46.0
1200,Arbys,Double Roast Beef,calories,25.5
1201,Arbys,Double Roast Beef,total_fat,34.285714285714285
1202,Arbys,Double Roast Beef,sat_fat,45.0
1203,Arbys,Double Roast Beef,cholesterol,31.666666666666664
1204,Arbys,Double Roast Beef,sodium,67.08333333333333
1205,Arbys,Double Roast Beef,fiber,8.0
1206,Arbys,Double Roast Beef,sugar,5.555555555555555
1207,Arbys,Double Roast Beef,protein,76.0
1208,Arbys,Fire-Roasted Philly Steak,calories,32.0
1209,Arbys,Fire-Roasted Philly Steak,total_fat,45.714285714285715
1210,Arbys,Fire-Roasted Philly Steak,sat_fat,55.00000000000001
1211,Arbys,Fire-Roasted Philly Steak,cholesterol,35.0
1212,Arbys,Fire-Roasted Philly Steak,sodium,81.25
1213,Arbys,Fire-Roasted Philly Steak,fiber,12.0
1214,Arbys,Fire-Roasted Philly Steak,sugar,4.444444444444445
1215,Arbys,Fire-Roasted Philly Steak,protein,84.0
1216,Arbys,Grand Turkey Club,calories,24.0
1217,Arbys,Grand Turkey Club,total_fat,34.285714285714285
1218,Arbys,Grand Turkey Club,sat_fat,35.0
1219,Arbys,Grand Turkey Club,cholesterol,21.666666666666668
1220,Arbys,Grand Turkey Club,sodium,67.08333333333333
1221,Arbys,Grand Turkey Club,fiber,8.0
1222,Arbys,Grand Turkey Club,sugar,10.0
1223,Arbys,Grand Turkey Club,protein,60.0
1224,Arbys,Greek Gyro,calories,35.5
1225,Arbys,Greek Gyro,total_fat,62.857142857142854
1226,Arbys,Greek Gyro,sat_fat,65.0
1227,Arbys,Greek Gyro,cholesterol,25.0
1228,Arbys,Greek Gyro,sodium,56.666666666666664
1229,Arbys,Greek Gyro,fiber,16.0
1230,Arbys,Greek Gyro,sugar,6.666666666666667
1231,Arbys,Greek Gyro,protein,46.0
1232,Arbys,Half Pound Beef 'n Cheddar Sandwich,calories,37.0
1233,Arbys,Half Pound Beef 'n Cheddar Sandwich,total_fat,55.714285714285715
1234,Arbys,Half Pound Beef 'n Cheddar Sandwich,sat_fat,70.0
1235,Arbys,Half Pound Beef 'n Cheddar Sandwich,cholesterol,43.333333333333336
1236,Arbys,Half Pound Beef 'n Cheddar Sandwich,sodium,105.41666666666667
